block_id	category	recommended_tags	namespace	sources
dynamictrees:jungle_sapling	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:mangrove_roots	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:mangrove_sapling	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:mega_crimson_sapling	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:mega_jungle_sapling	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:mega_spruce_sapling	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:mega_warped_sapling	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:oak_sapling	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:potted_sapling	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:rooty_grass_block	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:rooty_mangrove_aerial_roots	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:rooty_moss	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:rooty_moss_block	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:spruce_sapling	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:stripped_crimson_branch	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:stripped_warped_branch	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:swamp_oak_sapling	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:tall_birch_sapling	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictrees:warped_sapling	plants_will_burn	burnt:plants_will_burn	dynamictrees	DynamicTrees-1.20.1-1.4.10.jar
dynamictreesplus:brown_mushroom_sapling	plants_will_burn	burnt:plants_will_burn	dynamictreesplus	DynamicTreesPlus-1.20.1-1.2.2.jar
dynamictreesplus:pillar_cactus_sapling	plants_will_burn	burnt:plants_will_burn	dynamictreesplus	DynamicTreesPlus-1.20.1-1.2.2.jar
dynamictreesplus:pipe_cactus_sapling	plants_will_burn	burnt:plants_will_burn	dynamictreesplus	DynamicTreesPlus-1.20.1-1.2.2.jar
dynamictreesplus:red_mushroom_sapling	plants_will_burn	burnt:plants_will_burn	dynamictreesplus	DynamicTreesPlus-1.20.1-1.2.2.jar
dynamictreesplus:saguaro_cactus_sapling	plants_will_burn	burnt:plants_will_burn	dynamictreesplus	DynamicTreesPlus-1.20.1-1.2.2.jar
fallout_wastelands_:dried_planks	planks	minecraft:planks	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:enclave_bunker_carpet	carpets	minecraft:wool_carpets	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:joshua_leaves	leaves	minecraft:leaves	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:joshua_log	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:joshua_log_log	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:joshua_tree_door	wooden_doors	minecraft:wooden_doors	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:joshua_tree_slab	wooden_slabs	minecraft:wooden_slabs	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:molder_wood_button	wooden_buttons	burnt:wooden_buttons	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:molder_wood_door	wooden_doors	minecraft:wooden_doors	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:molder_wood_fence	wooden_fences	minecraft:wooden_fences	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:molder_wood_fence_gate	fence_gates	minecraft:fence_gates	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:molder_wood_log	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:molder_wood_planks	planks	minecraft:planks	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:molder_wood_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:molder_wood_slab	wooden_slabs	minecraft:wooden_slabs	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:molder_wood_stairs	wooden_stairs	minecraft:wooden_stairs	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:molder_wood_trapdoor	wooden_trapdoors	minecraft:wooden_trapdoors	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:molder_wood_wood	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:red_painted_planks	planks	minecraft:planks	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:reinforced_planks	planks	minecraft:planks	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
fallout_wastelands_:wasteland_dried_grass	plants_will_burn	burnt:plants_will_burn	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
farmersdelight:rice	crops	minecraft:crops,burnt:plants_will_burn	farmersdelight	FarmersDelight-1.20.1-1.3.1.jar
farmersdelight:rice_bag	crops	minecraft:crops,burnt:plants_will_burn	farmersdelight	FarmersDelight-1.20.1-1.3.1.jar
farmersdelight:rice_bale	crops	minecraft:crops,burnt:plants_will_burn	farmersdelight	FarmersDelight-1.20.1-1.3.1.jar
farmersdelight:rice_roll_medley_block	crops	minecraft:crops,burnt:plants_will_burn	farmersdelight	FarmersDelight-1.20.1-1.3.1.jar
farmersdelight:sandy_shrub	plants_will_burn	burnt:plants_will_burn	farmersdelight	FarmersDelight-1.20.1-1.3.1.jar
farmersdelight:straw_bale	plants_will_burn	burnt:plants_will_burn	farmersdelight	FarmersDelight-1.20.1-1.3.1.jar
farmersdelight:sweet_berry_cheesecake	crops	minecraft:crops,burnt:plants_will_burn	farmersdelight	FarmersDelight-1.20.1-1.3.1.jar
farmersdelight:wild_carrots	crops	minecraft:crops,burnt:plants_will_burn	farmersdelight	FarmersDelight-1.20.1-1.3.1.jar
farmersdelight:wild_potatoes	crops	minecraft:crops,burnt:plants_will_burn	farmersdelight	FarmersDelight-1.20.1-1.3.1.jar
farmersdelight:wild_rice	crops	minecraft:crops,burnt:plants_will_burn	farmersdelight	FarmersDelight-1.20.1-1.3.1.jar
iceandfire:chared_grass	plants_will_burn	burnt:plants_will_burn	iceandfire	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:crackled_grass	plants_will_burn	burnt:plants_will_burn	iceandfire	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:dreadwood_log	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	iceandfire	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:dreadwood_planks	planks	minecraft:planks	iceandfire	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:fire_lily	plants_will_burn	burnt:plants_will_burn	iceandfire	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:frost_lily	plants_will_burn	burnt:plants_will_burn	iceandfire	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:frozen_grass	plants_will_burn	burnt:plants_will_burn	iceandfire	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:lightning_lily	plants_will_burn	burnt:plants_will_burn	iceandfire	iceandfire-2.1.13-1.20.1-beta-5.jar
immersive_weathering:acacia_leaf_pile	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:azalea_flower_pile	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:azalea_leaf_pile	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:birch_leaf_pile	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:charred_log	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:charred_planks	planks	minecraft:planks	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:charred_slab	wooden_slabs	minecraft:wooden_slabs	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:charred_stairs	wooden_stairs	minecraft:wooden_stairs	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cherry_leaf_pile	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:dark_oak_leaf_pile	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:dune_grass	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:flowering_azalea_leaf_pile	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:frosty_fern	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:frosty_grass	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:ivy	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:jungle_leaf_pile	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:mangrove_leaf_pile	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:moss	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:oak_leaf_pile	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:rooted_grass_block	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:spruce_leaf_pile	plants_will_burn	burnt:plants_will_burn	immersive_weathering	immersive_weathering-1.20.1-2.0.5-forge.jar
natures_spirit:aspen_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:aspen_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:aspen_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:beach_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:blue_wisteria_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:blue_wisteria_vines	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:cattail	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:cedar_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:cedar_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:cedar_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:coconut_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:coconut_mosaic_slab	wooden_slabs	minecraft:wooden_slabs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:coconut_mosaic_stairs	wooden_stairs	minecraft:wooden_stairs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:coconut_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:coconut_sprout	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:coconut_thatch	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:coconut_thatch_carpet	carpets	minecraft:wool_carpets	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:coconut_thatch_slab	wooden_slabs	minecraft:wooden_slabs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:coconut_thatch_stairs	wooden_stairs	minecraft:wooden_stairs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:cypress_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:cypress_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:cypress_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:evergreen_thatch	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:evergreen_thatch_carpet	carpets	minecraft:wool_carpets	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:evergreen_thatch_slab	wooden_slabs	minecraft:wooden_slabs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:evergreen_thatch_stairs	wooden_stairs	minecraft:wooden_stairs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:fir_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:fir_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:fir_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:flaxen_fern	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:frigid_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:ghaf_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:ghaf_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:ghaf_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:joshua_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:joshua_mosaic_slab	wooden_slabs	minecraft:wooden_slabs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:joshua_mosaic_stairs	wooden_stairs	minecraft:wooden_stairs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:joshua_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:joshua_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:larch_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:larch_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:larch_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:large_flaxen_fern	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:large_lush_fern	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:lotus_flower	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:lotus_stem	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:lush_fern	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:mahogany_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:mahogany_mosaic_slab	wooden_slabs	minecraft:wooden_slabs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:mahogany_mosaic_stairs	wooden_stairs	minecraft:wooden_stairs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:mahogany_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:mahogany_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:maple_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:maple_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:melic_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:oat_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:olive_branch	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:olive_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:olive_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:olive_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:orange_maple_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:palo_verde_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:palo_verde_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:palo_verde_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:pink_wisteria_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:pink_wisteria_vines	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_aspen_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_beach_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_blue_wisteria_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_cedar_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_cypress_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_fir_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_flaxen_fern	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
