block_id	category	recommended_tags	namespace	sources
natures_spirit:potted_frigid_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_ghaf_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_joshua_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_larch_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_lush_fern	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_mahogany_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_melic_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_oat_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_olive_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_orange_maple_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_palo_verde_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_pink_wisteria_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_purple_wisteria_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_red_maple_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_redwood_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_saxaul_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_scorched_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_sedge_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_shiitake_mushroom	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_sugi_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_tiger_lily	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_white_wisteria_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_willow_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:potted_yellow_maple_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:purple_wisteria_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:purple_wisteria_vines	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:red_maple_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:red_moss_block	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:red_moss_carpet	carpets	minecraft:wool_carpets	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:redwood_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:redwood_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:redwood_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:saxaul_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:saxaul_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:saxaul_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:scorched_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:sedge_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:shiitake_mushroom	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:shiitake_mushroom_block	mushroom_blocks	forge:mushroom_blocks	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:sugi_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:sugi_mosaic_slab	wooden_slabs	minecraft:wooden_slabs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:sugi_mosaic_stairs	wooden_stairs	minecraft:wooden_stairs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:sugi_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:sugi_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:tall_beach_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:tall_frigid_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:tall_melic_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:tall_oat_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:tall_scorched_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:tall_sedge_grass	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:tiger_lily	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:white_wisteria_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:white_wisteria_vines	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:willow_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:willow_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:willow_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:willow_vines	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:wisteria_button	wooden_buttons	burnt:wooden_buttons	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:wisteria_mosaic_slab	wooden_slabs	minecraft:wooden_slabs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:wisteria_mosaic_stairs	wooden_stairs	minecraft:wooden_stairs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:wisteria_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:xeric_thatch	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:xeric_thatch_carpet	carpets	minecraft:wool_carpets	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:xeric_thatch_slab	wooden_slabs	minecraft:wooden_slabs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:xeric_thatch_stairs	wooden_stairs	minecraft:wooden_stairs	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
natures_spirit:yellow_maple_sapling	plants_will_burn	burnt:plants_will_burn	natures_spirit	natures_spirit-2.2.5-1.20.1.jar
quark:acacia_leaf_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:ancient_button	wooden_buttons	burnt:wooden_buttons	quark	Quark-4.0-462.jar
quark:ancient_fence_gate	fence_gates	minecraft:fence_gates	quark	Quark-4.0-462.jar
quark:ancient_leaf_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:ancient_planks_vertical_slab	wooden_slabs	minecraft:wooden_slabs	quark	Quark-4.0-462.jar
quark:ancient_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	quark	Quark-4.0-462.jar
quark:ancient_sapling	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:azalea_bookshelf	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:azalea_button	wooden_buttons	burnt:wooden_buttons	quark	Quark-4.0-462.jar
quark:azalea_fence_gate	fence_gates	minecraft:fence_gates	quark	Quark-4.0-462.jar
quark:azalea_hedge	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:azalea_ladder	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:azalea_leaf_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:azalea_planks_vertical_slab	wooden_slabs	minecraft:wooden_slabs	quark	Quark-4.0-462.jar
quark:azalea_post	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:azalea_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	quark	Quark-4.0-462.jar
quark:bamboo_mat_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:bamboo_mosaic_vertical_slab	wooden_slabs	minecraft:wooden_slabs	quark	Quark-4.0-462.jar
quark:bamboo_vertical_slab	wooden_slabs	minecraft:wooden_slabs	quark	Quark-4.0-462.jar
quark:birch_leaf_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:blossom_bookshelf	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:blossom_button	wooden_buttons	burnt:wooden_buttons	quark	Quark-4.0-462.jar
quark:blossom_fence_gate	fence_gates	minecraft:fence_gates	quark	Quark-4.0-462.jar
quark:blossom_ladder	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:blossom_planks_vertical_slab	wooden_slabs	minecraft:wooden_slabs	quark	Quark-4.0-462.jar
quark:blossom_post	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:blossom_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	quark	Quark-4.0-462.jar
quark:blue_blossom_hedge	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:blue_blossom_leaf_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:blue_blossom_sapling	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:cherry_leaf_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:cut_vine	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:dark_oak_leaf_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:flowering_azalea_hedge	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:flowering_azalea_leaf_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:glow_shroom_block	mushroom_blocks	forge:mushroom_blocks	quark	Quark-4.0-462.jar
quark:glow_shroom_stem	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	quark	Quark-4.0-462.jar
quark:hollow_acacia_log	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	quark	Quark-4.0-462.jar
quark:hollow_ancient_log	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	quark	Quark-4.0-462.jar
quark:hollow_azalea_log	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	quark	Quark-4.0-462.jar
quark:hollow_birch_log	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	quark	Quark-4.0-462.jar
quark:hollow_blossom_log	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	quark	Quark-4.0-462.jar
quark:hollow_cherry_log	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	quark	Quark-4.0-462.jar
quark:hollow_crimson_stem	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	quark	Quark-4.0-462.jar
quark:hollow_dark_oak_log	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	quark	Quark-4.0-462.jar
quark:hollow_jungle_log	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	quark	Quark-4.0-462.jar
quark:hollow_mangrove_log	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	quark	Quark-4.0-462.jar
quark:hollow_oak_log	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	quark	Quark-4.0-462.jar
quark:hollow_spruce_log	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	quark	Quark-4.0-462.jar
quark:hollow_warped_stem	logs_that_burn	minecraft:logs_that_burn,minecraft:logs	quark	Quark-4.0-462.jar
quark:jungle_leaf_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:lavender_blossom_hedge	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:lavender_blossom_leaf_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:lavender_blossom_sapling	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:mangrove_leaf_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:oak_leaf_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:orange_blossom_hedge	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:orange_blossom_leaf_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:orange_blossom_sapling	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_ancient_sapling	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_beetroot	crops	minecraft:crops,burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_blue_blossom_sapling	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_cave_vines	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_cocoa_bean	crops	minecraft:crops,burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_grass	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_large_fern	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_lavender_blossom_sapling	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_orange_blossom_sapling	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_red_blossom_sapling	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_sugar_cane	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_tall_grass	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_twisting_vines	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_vine	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_weeping_vines	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_wheat	crops	minecraft:crops,burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:potted_yellow_blossom_sapling	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:red_blossom_hedge	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:red_blossom_leaf_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:red_blossom_sapling	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:spruce_leaf_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:stripped_azalea_post	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:stripped_blossom_post	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:sugar_cane_block	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:thatch	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:thatch_slab	wooden_slabs	minecraft:wooden_slabs	quark	Quark-4.0-462.jar
quark:thatch_stairs	wooden_stairs	minecraft:wooden_stairs	quark	Quark-4.0-462.jar
quark:thatch_vertical_slab	wooden_slabs	minecraft:wooden_slabs	quark	Quark-4.0-462.jar
quark:yellow_blossom_hedge	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
quark:yellow_blossom_leaf_carpet	carpets	minecraft:wool_carpets	quark	Quark-4.0-462.jar
quark:yellow_blossom_sapling	plants_will_burn	burnt:plants_will_burn	quark	Quark-4.0-462.jar
tconstruct:beetroot_soup_fluid	crops	minecraft:crops,burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:blazewood_fence	wooden_fences	minecraft:wooden_fences	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:blazewood_slab	wooden_slabs	minecraft:wooden_slabs	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:blazewood_stairs	wooden_stairs	minecraft:wooden_stairs	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:blood_earth_slime_grass	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:blood_ender_slime_grass	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:blood_ichor_slime_grass	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:blood_sky_slime_grass	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:blood_slime_fern	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:blood_slime_leaves	leaves	minecraft:leaves	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:blood_slime_sapling	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:blood_slime_tall_grass	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:blood_vanilla_slime_grass	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:bloodshroom_button	wooden_buttons	burnt:wooden_buttons	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:bloodshroom_pressure_plate	wooden_pressure_plates	burnt:wooden_pressure_plates	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:earth_earth_slime_grass	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:earth_ender_slime_grass	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:earth_enderbark_roots	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:earth_ichor_slime_grass	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:earth_sky_slime_grass	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:earth_slime_fern	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:earth_slime_sapling	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:earth_slime_tall_grass	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:earth_vanilla_slime_grass	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:ender_earth_slime_grass	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:ender_ender_slime_grass	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:ender_enderbark_roots	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:ender_ichor_slime_grass	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
tconstruct:ender_sky_slime_grass	plants_will_burn	burnt:plants_will_burn	tconstruct	TConstruct-1.20.1-3.11.2.166.jar
